SamplingTime,AccelerationX,AccelerationY,AccelerationZ,GyroX,GyroY,GyroZ,Subject,Activity
1759737453.53517,0.529268,-2.205958,-8.147768,1.261339,0.198927,-0.635121,1,WALK
1759737453.55490,1.169568,-2.34946,-8.051999,1.187523,0.507085,-0.535065,1,WALK
1759737453.57516,2.940977,-2.418443,-7.817218,0.645466,0.965591,0.419833,1,WALK
1759737453.59497,3.123535,-2.429815,-7.702895,0.397178,0.866886,0.837957,1,WALK
1759737453.61516,2.74181,-2.188001,-7.757662,-0.086869,0.390263,1.55601,1,WALK
1759737453.63519,1.433528,-1.588852,-7.865551,-0.477342,-0.027747,1.875209,1,WALK
1759737453.65488,0.011821,-1.208473,-8.180538,-0.707023,-0.098786,1.772542,1,WALK
1759737453.67522,-1.00751,-1.084424,-8.748413,-0.781479,0.053048,1.423121,1,WALK
1759737453.69497,-1.424999,-1.221043,-9.258976,-0.671502,0.167434,0.958584,1,WALK
1759737453.71519,-1.054197,-1.324592,-9.496451,-0.396867,0.086969,0.502807,1,WALK
1759737453.73519,-0.525976,-1.69719,-9.391106,-0.078618,-0.082715,0.180348,1,WALK
1759737453.75491,-0.341024,-2.247856,-8.891018,0.093626,-0.168616,0.048676,1,WALK
1759737453.77520,-0.339528,-2.749591,-8.45632,0.061395,-0.1443,0.024946,1,WALK
1759737453.79500,-0.339528,-3.097199,-8.484003,-0.051143,-0.107686,0.07625,1,WALK
1759737453.81443,-0.372747,-3.147178,-8.949227,-0.175099,-0.000864,0.189279,1,WALK
1759737453.83519,-0.637157,-3.189825,-9.707141,-0.224731,0.065613,0.307088,1,WALK
1759737453.85491,-1.035193,-3.056797,-10.488249,-0.168675,0.014881,0.359823,1,WALK
1759737453.87520,-1.396119,-2.889801,-10.760141,-0.046589,-0.128665,0.226902,1,WALK
1759737453.89502,-1.738789,-2.876783,-10.652252,0.048429,-0.194337,-0.040827,1,WALK
1759737453.91518,-1.418564,-2.785055,-10.697742,-0.051073,0.135772,-0.1919,1,WALK
1759737453.93520,-0.65227,-2.765901,-11.6647,-0.389959,0.64276,-0.031894,1,WALK
1759737453.95516,-0.154875,-2.192789,-12.522573,-0.545113,0.592197,0.234546,1,WALK
