SamplingTime,AccelerationX,AccelerationY,AccelerationZ,GyroX,GyroY,GyroZ,Subject,Activity
1759736169.97128,0.254085,-3.409044,-9.395895,-0.023149,-0.022643,0.006032,1,IDLE
1759736169.99157,0.482731,-3.32001,-9.46413,0.030355,-0.047538,0.033303,1,IDLE
1759736170.01159,0.321122,-3.382408,-9.355792,0.071643,-0.025707,0.035288,1,IDLE
1759736170.03144,0.251391,-3.464859,-9.086594,0.048508,-0.032374,0.033874,1,IDLE
1759736170.05104,0.218172,-3.491195,-8.918252,-0.0132,-0.039373,0.030552,1,IDLE
1759736170.07127,0.184952,-3.467253,-8.967632,-0.056053,-0.004709,0.027443,1,IDLE
1759736170.09157,0.220865,-3.400963,-9.112332,-0.058148,-0.005076,0.024188,1,IDLE
1759736170.11163,0.198719,-3.313276,-9.198074,-0.030691,-0.037274,-0.01324,1,IDLE
1759736170.13157,0.108637,-3.352032,-9.127894,-0.012739,-0.041007,-0.054827,1,IDLE
1759736170.15106,0.135123,-3.399018,-9.179369,0.015711,-0.00551,-0.077108,1,IDLE
1759736170.17128,0.193033,-3.453786,-9.101109,0.041168,0.050075,-0.081197,1,IDLE
1759736170.19157,0.346411,-3.509002,-9.057564,0.027539,0.06573,-0.048721,1,IDLE
1759736170.21163,0.409259,-3.504962,-9.059659,-0.003394,0.039094,-0.02616,1,IDLE
1759736170.23158,0.442029,-3.467702,-9.164256,-0.0191,0.007887,-0.001555,1,IDLE
1759736170.25107,0.446668,-3.380164,-9.368062,0.01791,0.005297,0.025876,1,IDLE
1759736170.27087,0.426617,-3.337667,-9.41026,0.069127,0.008906,0.0436,1,IDLE
1759736170.29157,0.381576,-3.313425,-9.220968,0.059025,-0.00651,0.049173,1,IDLE
1759736170.31159,0.402376,-3.358167,-9.069834,0.020871,-0.033649,0.055045,1,IDLE
1759736170.33159,0.381875,-3.362357,-9.080459,0.015475,-0.038816,0.07259,1,IDLE
1759736170.35111,0.269647,-3.43553,-9.028385,0.018269,-0.022472,0.076136,1,IDLE
1759736170.37128,0.188693,-3.449895,-8.880094,-0.004429,0.011635,0.075534,1,IDLE
1759736170.39157,0.181959,-3.463512,-8.879495,-0.043055,0.05802,0.083526,1,IDLE
1759736170.41159,0.192733,-3.413533,-8.990377,-0.061546,0.050406,0.072338,1,IDLE
1759736170.43113,0.123002,-3.316867,-9.07178,-0.057238,0.025123,0.04348,1,IDLE
1759736170.45111,0.026336,-3.325247,-9.122507,-0.037428,0.039635,0.0025,1,IDLE
1759736170.47128,-0.001496,-3.34036,-9.100361,-0.019347,0.076555,-0.020565,1,IDLE
1759736170.49157,0.073921,-3.374777,-9.148095,-0.007905,0.067562,-0.027769,1,IDLE
1759736170.51159,0.088436,-3.378967,-9.088539,-0.016929,0.047964,-0.032596,1,IDLE
1759736170.53159,0.171784,-3.425953,-9.136722,-0.023905,0.039665,-0.028327,1,IDLE
1759736170.55111,0.285658,-3.384653,-9.230246,-0.013941,0.056779,-0.003371,1,IDLE
1759736170.57128,0.369006,-3.388394,-9.326313,-0.000128,0.029247,0.025821,1,IDLE
1759736170.59086,0.402525,-3.362507,-9.283966,0.004529,-0.029833,0.038843,1,IDLE
1759736170.61159,0.351648,-3.40231,-9.201516,-0.011455,-0.05121,0.048486,1,IDLE
1759736170.63084,0.394594,-3.389292,-9.184906,-0.026608,-0.056223,0.069754,1,IDLE
1759736170.65113,0.360477,-3.453786,-9.28621,0.010244,-0.063849,0.078131,1,IDLE
1759736170.67127,0.272191,-3.455581,-9.199271,0.038064,-0.046524,0.064543,1,IDLE
1759736170.69156,0.314987,-3.557335,-9.05083,0.006624,-0.031848,0.056297,1,IDLE
1759736170.71159,0.3304,-3.560328,-9.042002,-0.025308,-0.028046,0.063416,1,IDLE
1759736170.73159,0.368258,-3.49733,-9.118317,-0.037146,-0.030382,0.062544,1,IDLE
1759736170.75114,0.333692,-3.443012,-9.314043,-0.011846,-0.016529,0.04342,1,IDLE
1759736170.77127,0.364966,-3.367594,-9.344419,0.027022,-0.004933,0.032061,1,IDLE
1759736170.79156,0.391602,-3.378219,-9.305364,0.023946,0.011848,0.03935,1,IDLE
1759736170.81159,0.376937,-3.383157,-9.305065,-0.001081,0.001901,0.046305,1,IDLE
1759736170.83115,0.330849,-3.36101,-9.348011,-0.016846,-0.026531,0.02824,1,IDLE
1759736170.85116,0.410755,-3.248483,-9.49271,0.002804,-0.030774,0.000781,1,IDLE
1759736170.87127,0.610821,-3.171868,-9.591471,0.056843,0.004428,0.002136,1,IDLE
1759736170.89156,0.725892,-3.141941,-9.540295,0.098397,0.11555,0.02419,1,IDLE
1759736170.91161,0.965163,-3.124882,-9.435998,0.119811,0.147323,0.054243,1,IDLE
